id,listing_id,post_town,outcode,property_type,first_published_date_day,first_published_date_month,first_published_date_year,last_published_date_day,last_published_date_month,last_published_date_year,num_bathrooms,num_bedrooms,num_floors,num_recepts,price
31998,51154190,Southampton,14,5,15,8,2019,27,8,2019,2,2,0,1,220000
31999,51068681,Southampton,14,8,6,2,2019,14,8,2019,2,5,0,0,220000
32000,51548832,Southampton,19,5,28,6,2019,1,7,2019,2,2,0,1,220000
32001,52415366,Southampton,19,2,28,7,2019,19,8,2019,1,3,0,2,225000
32002,52417505,Southampton,18,1,22,3,2019,1,8,2019,1,3,0,1,220000
32003,50406240,Southampton,16,1,11,7,2019,22,8,2019,2,3,0,1,220000
32004,51919162,Southampton,19,0,28,8,2019,28,8,2019,1,4,0,2,310000
32005,52230118,Southampton,17,5,28,8,2019,28,8,2019,1,1,0,1,300000
32006,50889220,Southampton,18,0,28,8,2019,28,8,2019,0,3,0,0,240000
32007,52055000,Southampton,14,0,12,4,2019,28,8,2019,1,3,0,1,220000
32008,52539396,Southampton,15,5,19,6,2019,28,8,2019,1,2,0,1,220000
32009,52537477,Southampton,14,5,19,7,2019,28,8,2019,1,2,0,0,220000
32010,52544130,Southampton,19,0,5,8,2019,22,8,2019,0,2,0,0,220000
32011,51118386,Southampton,16,5,23,7,2019,25,7,2019,2,2,0,0,230000
32012,51827024,Southampton,14,5,24,7,2019,28,8,2019,0,2,0,0,220000
32013,52155069,Southampton,16,1,18,5,2019,28,8,2019,0,2,0,0,220000
32014,52311577,Southampton,17,5,17,7,2019,7,8,2019,1,2,0,1,220000
32015,52181875,Southampton,19,0,3,7,2019,9,8,2019,1,2,0,1,220000
32016,40937259,Southampton,16,0,25,6,2019,28,8,2019,1,3,0,1,220000
32017,51485024,Southampton,30,0,5,8,2019,27,8,2019,1,2,0,1,220000
32018,48214838,Southampton,16,5,16,4,2019,30,7,2019,1,2,0,1,220000
32019,51967108,Southampton,30,0,8,4,2019,22,5,2019,1,3,0,1,220000
32020,51879730,Southampton,18,5,24,5,2019,29,5,2019,1,1,0,1,220000
32021,52306276,Southampton,19,2,14,9,2018,28,8,2019,1,3,0,2,220000
32022,51154190,Southampton,15,2,4,8,2019,20,8,2019,0,3,0,0,220000
32023,51068681,Southampton,18,0,23,7,2019,23,8,2019,1,3,0,2,220000
32024,51548832,Southampton,14,5,24,7,2019,19,8,2019,1,2,0,1,230000
32025,49039797,Southampton,14,5,29,12,2017,8,8,2019,2,2,0,1,220000
32026,50492273,Southampton,19,2,21,8,2019,22,8,2019,1,3,0,1,220000
32027,52177240,Southampton,19,1,15,5,2019,23,8,2019,1,3,0,1,227995
32028,52194574,Southampton,16,1,26,7,2019,23,8,2019,0,3,0,0,220000
32029,46089532,Southampton,14,5,30,4,2019,1,7,2019,2,2,0,1,220000
32030,52475272,Southampton,14,5,24,5,2019,28,5,2019,1,2,0,1,219995
32031,51447088,Southampton,16,2,16,8,2019,28,8,2019,1,3,0,2,220000
32032,52212102,Southampton,16,2,16,8,2019,17,8,2019,0,3,0,0,220000
32033,51288326,Southampton,17,5,18,1,2019,27,3,2019,2,2,0,1,229950
32034,51547861,Southampton,15,5,14,6,2019,28,8,2019,2,2,0,1,220000
32035,52428466,Southampton,16,0,6,8,2019,7,8,2019,1,3,0,0,220000
32036,52428361,Southampton,18,5,22,5,2018,21,8,2019,0,1,0,0,220000
32037,50209157,Southampton,18,5,8,3,2018,21,8,2019,0,1,0,0,220000
32038,51770388,Southampton,19,2,1,7,2019,27,8,2019,1,2,0,1,220000
32039,52320147,Southampton,14,5,9,8,2019,9,8,2019,1,2,0,0,220000
32040,47718341,Southampton,15,5,14,12,2017,23,4,2019,1,2,0,1,220000
32041,43909207,Southampton,18,0,31,5,2019,9,7,2019,1,2,0,1,220000
32042,51945774,Southampton,15,0,18,6,2019,2,7,2019,1,2,0,1,230000
32043,52359194,Southampton,14,0,13,5,2019,14,5,2019,1,2,0,2,220000
32044,45971443,Southampton,15,0,15,7,2019,29,8,2019,0,2,0,0,225000
32045,51617483,Southampton,14,0,29,8,2019,29,8,2019,0,2,0,0,220000
32046,51806195,Southampton,19,0,26,7,2019,29,7,2019,1,2,0,1,220000
32047,52358795,,14,5,27,4,2019,14,8,2019,0,2,0,0,230000
32048,51412513,Southampton,14,0,12,3,2019,27,8,2019,1,3,0,2,220000
32049,52088648,Southampton,14,5,13,5,2019,6,8,2019,1,2,0,1,220000
32050,52545877,Southampton,19,0,27,7,2019,16,8,2019,1,3,0,1,225000
32051,52220295,Southampton,14,5,8,11,2018,22,8,2019,2,2,0,1,220000
32052,51256668,Southampton,19,2,4,7,2019,1,8,2019,1,3,0,2,220000
32053,50777032,Southampton,15,5,11,3,2019,25,7,2019,2,2,0,1,250000
32054,51422664,Southampton,19,2,24,8,2019,28,8,2019,2,2,0,3,240000
32055,51677827,Southampton,19,0,30,7,2019,28,8,2019,2,3,0,2,235000
32056,50697240,Southampton,14,5,18,12,2018,12,8,2019,2,2,0,0,220000
32057,51987484,Southampton,17,2,12,3,2019,28,8,2019,1,3,0,2,220000
32058,50759156,Southampton,19,0,3,7,2019,22,8,2019,2,3,0,1,230000
32059,52514123,Southampton,19,1,18,7,2019,28,8,2019,1,3,0,2,220000
32060,52244947,Southampton,19,2,12,3,2019,5,8,2019,1,2,0,2,220000
32061,50697272,Southampton,15,5,10,6,2019,13,8,2019,1,2,0,1,220000
32062,50773684,Southampton,19,0,8,6,2019,23,8,2019,1,3,0,2,220000
32063,51973072,Southampton,19,0,9,5,2019,24,7,2019,1,2,0,2,230000
32064,52136751,Southampton,14,5,8,8,2019,22,8,2019,2,2,0,1,220000
32065,50776001,Southampton,15,5,7,3,2019,28,8,2019,1,2,0,1,210000
32066,51726289,Southampton,14,5,5,6,2018,22,8,2019,1,2,0,1,220000
32067,51708529,Southampton,17,5,23,7,2019,24,7,2019,1,2,0,1,210000
32068,51382093,Southampton,14,5,20,10,2018,3,12,2018,1,2,0,1,220000
32069,51031514,Southampton,19,0,9,5,2019,19,6,2019,1,2,0,1,220000
32070,50727820,Southampton,16,2,5,7,2019,28,8,2019,0,2,0,0,220000
32071,50697248,Southampton,15,2,16,5,2019,20,8,2019,0,3,0,0,220000
32072,52181726,Southampton,19,0,21,5,2019,28,8,2019,1,3,0,2,230000
32073,49428358,Southampton,15,2,12,7,2019,28,8,2019,1,2,0,1,220000
32074,51383779,Southampton,14,0,13,7,2019,28,8,2019,1,2,0,1,220000
32075,52000481,Southampton,19,2,27,8,2019,27,8,2019,1,3,0,2,225000
32076,51454415,Southampton,19,2,3,7,2019,27,8,2019,1,3,0,2,220000
32077,51507291,Southampton,19,0,21,6,2019,22,8,2019,1,2,0,1,220000
32078,52071165,Southampton,19,0,8,8,2019,13,8,2019,1,3,0,1,239995
32079,52082400,Southampton,15,0,1,3,2019,22,8,2019,1,1,0,1,234950
32080,51953402,Southampton,14,5,20,8,2019,29,8,2019,1,2,0,1,230000
32081,51969762,Southampton,15,5,24,5,2019,20,7,2019,1,2,0,1,220000
32082,51842559,Southampton,14,5,15,8,2019,15,8,2019,2,2,0,1,220000
32083,52348632,Southampton,16,0,16,8,2019,19,8,2019,1,3,0,1,220000
32084,50662381,Southampton,15,5,7,2,2019,24,7,2019,1,2,0,1,220000
32085,51298322,Southampton,15,5,16,4,2019,19,8,2019,1,2,0,1,230000
32086,51547860,Southampton,15,5,28,8,2019,28,8,2019,0,2,0,0,220000
32087,52421041,Southampton,15,5,15,8,2018,17,6,2019,2,2,0,1,219950
32088,52434451,Southampton,17,5,5,1,2019,7,5,2019,1,2,1,1,225000
32089,50422190,Southampton,14,0,14,3,2019,5,6,2019,1,2,0,2,219950
32090,51149395,Southampton,15,2,15,8,2019,15,8,2019,0,4,0,0,218950
32091,52534443,Southampton,15,5,12,3,2019,18,7,2019,2,2,0,1,230000
32092,48740541,Southampton,18,0,23,7,2019,22,8,2019,1,3,2,1,225000
32093,50079556,Southampton,17,5,8,4,2019,23,7,2019,1,2,0,1,218950
32094,50798860,Southampton,14,5,15,1,2019,23,7,2019,2,2,0,1,217500
32095,52424733,Southampton,17,5,27,8,2019,28,8,2019,1,2,0,1,217500
32096,50772963,Southampton,17,5,8,4,2019,23,7,2019,1,2,0,1,205000
32097,52184050,Southampton,14,5,15,1,2019,23,7,2019,2,2,0,1,215000
32098,51068856,Southampton,16,1,21,3,2019,20,8,2019,1,2,0,1,207000
32099,50177733,Southampton,14,5,5,8,2019,28,8,2019,1,2,0,1,205000
32100,52527424,Southampton,17,5,27,8,2019,28,8,2019,1,2,0,1,205000
32101,51068856,Southampton,17,5,7,8,2019,8,8,2019,1,2,0,1,205000
32102,50177733,Southampton,19,0,12,4,2019,10,8,2019,1,2,0,1,205000
32103,50884374,Southampton,14,5,6,1,2019,20,8,2019,2,2,0,1,215000
32104,52306336,Southampton,15,2,21,8,2019,27,8,2019,0,3,0,0,210000
32105,52527424,Southampton,14,5,7,5,2019,22,8,2019,1,2,0,1,209950
32106,52336670,Southampton,16,2,20,2,2019,11,7,2019,1,3,0,2,205000
32107,51110415,Southampton,14,5,19,1,2019,27,8,2019,2,2,0,1,205000
32108,50697237,Southampton,19,0,31,7,2019,27,8,2019,1,3,0,2,205000
32109,52478904,Southampton,14,0,28,6,2019,29,7,2019,1,3,0,2,205000
32110,51348417,Southampton,17,5,1,8,2018,22,8,2019,1,2,0,1,205000
32111,50559920,Southampton,14,5,28,8,2019,28,8,2019,1,2,0,1,205000
32112,50697276,Southampton,14,5,3,7,2019,20,8,2019,0,2,0,0,205000
32113,52261377,Southampton,15,0,6,3,2019,19,8,2019,1,2,0,2,205000
32114,51925931,Southampton,19,0,5,8,2019,21,8,2019,0,3,0,0,210000
32115,48588783,Southampton,14,5,26,2,2019,22,8,2019,1,2,0,1,208000
32116,52543906,Southampton,15,0,8,7,2019,19,8,2019,1,3,0,2,205000
32117,51964539,Southampton,14,5,28,6,2019,28,8,2019,2,2,0,1,205000
32118,50714968,Southampton,17,5,19,3,2019,10,7,2019,2,2,0,1,220000
32119,52311579,Southampton,19,1,24,7,2019,21,8,2019,1,3,0,1,215000
32120,50697281,Southampton,19,5,24,9,2018,17,7,2019,1,2,0,1,205000
32121,50023629,Southampton,19,5,3,7,2018,12,8,2019,1,2,0,1,200000
32122,48165836,Southampton,17,1,20,8,2019,28,8,2019,1,2,0,2,200000
32123,50851463,Southampton,19,2,9,4,2019,28,8,2019,1,2,0,1,200000
32124,52195766,Southampton,19,1,9,8,2019,28,8,2019,1,2,0,1,200000
32125,49135532,Southampton,15,5,16,1,2019,28,8,2019,1,2,0,1,200000
32126,48222988,Southampton,15,5,9,7,2019,28,8,2019,1,2,0,1,225000
32127,52465645,Southampton,30,5,27,8,2019,28,8,2019,1,2,0,2,210000
32128,51075030,Southampton,16,0,12,8,2019,28,8,2019,1,2,0,2,200000
32129,52363786,Southampton,19,2,12,8,2019,28,8,2019,1,2,0,2,200000
32130,50190284,Southampton,16,1,18,6,2019,28,8,2019,1,3,0,1,230000
32131,52026646,Southampton,19,1,27,5,2019,28,8,2019,1,2,0,1,220000
32132,52524111,Southampton,16,9,28,2,2019,28,8,2019,1,2,0,1,210000
32133,52374254,Southampton,15,5,5,7,2019,23,8,2019,2,2,0,1,200000
32134,52376989,Southampton,14,5,27,3,2019,28,8,2019,1,2,0,1,200000
32135,50834833,Southampton,15,5,8,6,2019,23,8,2019,1,2,0,1,215000
32136,51568212,Southampton,19,5,14,11,2018,22,7,2019,2,2,0,1,210000
32137,50647687,Southampton,14,5,20,7,2017,15,8,2019,1,2,0,1,200000
32138,51993563,Southampton,14,5,9,8,2019,9,8,2019,1,1,0,0,200000
32139,50941062,Southampton,19,0,23,7,2019,23,8,2019,1,2,0,1,210000
32140,51712130,Southampton,19,0,29,6,2019,1,7,2019,1,3,0,1,200000
32141,49681094,Southampton,14,5,9,8,2019,29,8,2019,0,2,0,0,200000
32142,52403270,Southampton,17,2,9,7,2019,23,8,2019,1,2,0,2,200000
32143,52359460,Southampton,16,0,23,8,2019,24,8,2019,1,2,0,0,190000
32144,52178699,Southampton,16,5,17,6,2019,17,6,2019,1,3,0,1,200000
32145,51931962,Southampton,19,0,4,7,2019,9,8,2019,1,2,0,1,200000
32146,52353537,Southampton,15,5,18,6,2019,23,8,2019,2,2,0,1,200000
32147,52026644,Southampton,15,5,19,8,2019,28,8,2019,2,2,0,1,209950
32148,52506564,Southampton,16,6,2,7,2019,5,7,2019,1,3,0,1,200000
32149,50942741,Southampton,16,2,9,8,2019,9,8,2019,1,2,0,1,200000
32150,45810632,Southampton,15,5,28,2,2019,29,8,2019,0,2,0,0,210000
32151,51982501,Southampton,16,0,2,4,2019,29,8,2019,0,3,0,0,200000
32152,51801921,Southampton,15,5,14,5,2019,29,8,2019,0,2,0,0,200000
32153,52448094,Southampton,16,5,2,4,2019,24,8,2019,0,2,0,0,215000
32154,51956445,Southampton,30,5,20,5,2019,24,8,2019,1,2,0,1,210000
32155,47153299,Southampton,16,0,23,11,2018,24,7,2019,1,2,0,1,200000
32156,50644566,Southampton,16,0,11,10,2018,12,8,2019,1,3,0,1,200000
32157,50997358,Southampton,14,5,8,5,2019,28,8,2019,1,2,0,1,220000
32158,51424227,Southampton,16,1,15,3,2019,28,8,2019,1,2,0,2,200000
32159,48043241,Southampton,16,6,9,7,2019,10,7,2019,0,2,0,0,200000
32160,51497122,Southampton,15,0,31,7,2019,26,8,2019,0,0,0,0,220000
32161,49763670,Southampton,30,5,15,8,2019,16,8,2019,0,2,0,0,210000
32162,49329366,Southampton,14,5,27,7,2019,10,8,2019,1,2,0,1,200000
32163,51369669,Southampton,14,5,8,1,2019,9,1,2019,2,2,0,1,200000
32164,50821183,Southampton,14,5,31,7,2019,20,8,2019,0,2,0,0,210000
32165,52023053,Southampton,15,0,21,6,2019,27,8,2019,1,2,0,2,200000
32166,52262492,Southampton,14,5,5,4,2019,24,8,2019,0,2,0,0,200000
32167,52424018,Southampton,16,6,1,5,2019,26,6,2019,1,2,0,0,200000
32168,52228054,Southampton,14,5,17,7,2019,22,8,2019,1,2,0,1,200000
32169,50104420,Southampton,16,0,31,5,2019,5,8,2019,1,3,0,1,215000
32170,52255091,Southampton,18,5,15,9,2018,2,1,2019,2,2,0,1,200000
32171,51849938,Southampton,18,0,7,2,2019,6,8,2019,1,3,0,1,200000
32172,51047607,Southampton,16,1,4,4,2019,16,4,2019,0,3,0,0,220000
32173,51299874,Southampton,30,5,5,8,2019,6,8,2019,1,2,0,1,200000
32174,52120664,Southampton,14,5,19,7,2019,20,8,2019,2,2,0,1,200000
32175,51615000,Southampton,14,5,6,8,2019,17,8,2019,2,2,0,1,230000
32176,49047769,Southampton,19,0,29,1,2019,28,8,2019,1,2,0,1,225000
32177,50418897,Southampton,16,5,16,8,2019,28,8,2019,1,2,0,1,230000
32178,48264876,Southampton,14,5,29,6,2019,21,8,2019,1,2,0,1,221500
32179,52305645,Southampton,16,1,21,6,2019,30,7,2019,1,1,0,1,230000
32180,52146989,Southampton,14,5,17,8,2019,28,8,2019,1,2,0,1,220000
32181,52322720,Southampton,16,5,26,11,2018,10,7,2019,1,2,0,1,230000
32182,50304599,Southampton,14,5,23,8,2019,24,8,2019,2,2,0,1,220000
32183,52432402,Southampton,16,0,24,8,2019,25,8,2019,1,2,0,0,210000
32184,51931064,Southampton,16,5,1,9,2018,17,8,2019,1,2,0,1,208000
32185,51846310,Southampton,14,5,8,1,2019,24,7,2019,1,2,0,1,210000
32186,52438366,Southampton,14,5,1,5,2019,22,8,2019,1,2,0,1,200000
32187,49787487,Southampton,14,5,22,8,2019,22,8,2019,0,2,0,0,200000
32188,52499653,Southampton,14,5,24,8,2019,24,8,2019,1,2,0,0,200000
32189,52511798,Southampton,15,5,13,7,2019,14,7,2019,0,1,0,0,200000
32190,50695321,Southampton,14,5,22,8,2019,28,8,2019,0,2,0,0,200000
32191,50104421,Southampton,14,5,6,8,2019,20,8,2019,0,2,0,0,200000
32192,51294751,Southampton,16,2,27,8,2019,28,8,2019,1,2,0,2,200000
32193,52483328,Southampton,16,5,28,11,2018,29,8,2019,0,2,0,0,200000
32194,52513502,Southampton,16,5,23,5,2019,21,8,2019,1,2,0,1,210000
32195,52078622,Southampton,19,5,22,7,2019,15,8,2019,0,2,0,0,185000
32196,52483329,Southampton,19,2,15,2,2019,22,7,2019,1,2,0,1,185000
32197,52315094,Southampton,14,5,23,7,2019,23,7,2019,1,1,0,0,185000
32198,52528516,Southampton,15,5,27,7,2019,20,8,2019,0,2,0,0,185000
32199,49809610,Southampton,19,5,16,8,2018,21,8,2019,1,1,0,1,185000
32200,51540238,Southampton,19,5,3,6,2019,21,8,2019,2,2,0,1,185000
32201,52175277,Southampton,16,5,13,12,2018,28,8,2019,1,2,0,1,185000
32202,50511825,Southampton,14,5,27,6,2019,28,8,2019,1,2,0,1,185000
32203,52177633,,16,5,24,6,2019,27,7,2019,1,2,0,1,185000
32204,52224125,Southampton,18,5,10,12,2018,30,5,2019,2,2,0,1,189950
32205,48749537,Southampton,15,5,2,10,2018,10,6,2019,1,2,0,2,185000
32206,52403282,Southampton,19,5,23,8,2019,27,8,2019,2,2,0,1,185000
32207,49946054,Southampton,14,5,23,7,2019,23,7,2019,1,1,0,0,190000
32208,51908682,Southampton,14,5,10,9,2018,17,6,2019,2,2,0,1,185000
32209,44187281,Southampton,16,5,20,4,2018,19,8,2019,1,2,0,1,185000
32210,50304581,Southampton,17,5,7,9,2018,31,7,2019,1,5,0,1,185000
32211,49221772,Southampton,16,5,19,7,2019,26,7,2019,1,3,0,1,185000
32212,52508228,Southampton,14,5,5,6,2019,12,7,2019,1,3,0,1,185000
32213,52177780,,14,5,20,5,2019,27,8,2019,2,2,0,1,185000
32214,48987452,Southampton,14,5,13,9,2018,12,7,2019,0,2,0,0,190000
32215,52403238,Southampton,18,5,12,8,2019,15,8,2019,2,2,0,1,185000
32216,48966367,Southampton,14,5,3,6,2019,22,8,2019,1,2,0,1,185000
32217,52155070,Southampton,14,0,7,6,2019,8,6,2019,1,3,0,2,190000
32218,51668794,Southampton,16,2,3,8,2019,20,8,2019,1,2,0,1,185000
32219,51491321,Southampton,16,0,20,6,2019,22,8,2019,1,3,0,2,184950
32220,49019671,Southampton,15,5,2,11,2018,9,4,2019,1,2,0,1,189950
32221,50695299,Southampton,17,5,29,3,2019,1,8,2019,2,2,0,1,184950
32222,51645704,Southampton,14,5,9,8,2019,10,8,2019,2,2,0,1,184000
32223,51696334,Southampton,15,5,23,5,2019,22,8,2019,1,2,0,1,184000
32224,52292626,Southampton,15,5,26,7,2019,21,8,2019,1,2,0,1,183000
32225,51834274,Southampton,19,5,15,8,2019,16,8,2019,2,2,0,1,183000
32226,46035459,Southampton,19,5,23,5,2019,28,8,2019,1,2,0,1,182000
32227,50966521,Southampton,14,5,28,8,2019,28,8,2019,2,2,0,1,182000
32228,52361064,Southampton,14,5,26,11,2018,28,8,2019,1,2,0,1,182000
32229,52403281,Southampton,14,5,12,6,2019,27,8,2019,2,2,0,1,210000
32230,52214194,Southampton,14,5,17,7,2019,20,8,2019,0,2,0,0,199950
32231,52419954,Southampton,16,0,16,5,2019,19,8,2019,1,1,0,1,182000
32232,51533821,Southampton,16,0,16,5,2019,24,6,2019,1,1,0,1,180000
32233,52540599,Southampton,14,5,30,4,2019,7,8,2019,2,2,0,1,220000
32234,49786695,Southampton,18,5,28,8,2019,28,8,2019,1,2,0,1,190000
32235,51749890,Southampton,16,0,2,8,2019,20,8,2019,1,2,0,1,180000
32236,52120475,Southampton,15,5,25,4,2019,28,8,2019,1,2,0,1,180000
32237,51456763,Southampton,19,5,24,4,2019,28,8,2019,1,1,0,1,180000
32238,51458502,Southampton,18,5,8,5,2019,28,8,2019,1,2,0,1,180000
32239,51280375,Southampton,15,5,19,3,2019,28,8,2019,1,2,0,1,187500
32240,52535418,Southampton,17,5,24,7,2019,28,8,2019,1,2,0,1,180000
32241,52280067,Southampton,14,0,29,5,2019,28,8,2019,1,2,0,1,180000
32242,51232772,Southampton,14,5,10,9,2018,29,7,2019,1,1,0,1,180000
32243,51226378,Southampton,19,5,23,5,2019,30,7,2019,2,2,0,1,180000
32244,51370440,Southampton,14,0,12,7,2019,29,8,2019,0,4,0,0,199950
32245,50856043,Southampton,19,5,24,2,2019,31,7,2019,1,1,0,1,180000
32246,52193586,Southampton,18,2,14,8,2019,14,8,2019,1,1,0,1,180000
32247,51592109,Southampton,16,5,29,7,2019,12,8,2019,2,2,0,1,180000
32248,48983333,Southampton,14,5,5,11,2018,12,8,2019,2,2,0,1,180000
32249,50025606,Southampton,17,0,21,8,2019,23,8,2019,0,3,0,0,180000
32250,52076265,Southampton,16,0,13,8,2019,20,8,2019,1,3,0,2,180000
32251,50597653,Southampton,16,5,30,7,2019,29,8,2019,0,2,0,0,180000
32252,50711294,Southampton,14,5,31,1,2019,29,8,2019,0,2,0,0,180000
32253,52238460,Southampton,17,5,3,8,2019,14,8,2019,2,2,0,1,200000
32254,50697266,Southampton,15,5,10,7,2019,23,8,2019,2,2,0,1,190000
32255,52478903,Southampton,30,5,17,8,2019,18,8,2019,1,2,0,1,180000
32256,52392799,Southampton,14,0,15,5,2019,23,8,2019,1,2,0,1,180000
32257,47018280,Southampton,16,2,17,7,2019,12,8,2019,1,1,0,1,180000
32258,50341470,Southampton,19,5,5,8,2019,8,8,2019,1,1,0,1,180000
32259,52297063,Southampton,15,6,6,8,2019,20,8,2019,0,2,0,0,180000
32260,52403250,Southampton,16,0,12,6,2019,13,6,2019,1,3,0,2,190000
32261,52440193,Southampton,15,5,14,8,2019,21,8,2019,0,2,0,0,180000
32262,52403261,Southampton,15,5,27,9,2018,29,11,2018,0,2,0,0,180000
32263,52478900,Southampton,16,5,12,4,2019,31,7,2019,2,2,0,1,180000
32264,52121087,Southampton,15,5,18,7,2019,23,8,2019,1,2,0,1,180000
32265,52309351,Southampton,15,5,5,8,2019,19,8,2019,1,2,0,1,180000
32266,52315093,Southampton,18,5,16,5,2019,29,5,2019,1,1,0,1,180000
32267,51745002,Southampton,14,5,22,7,2019,27,8,2019,1,2,0,1,190000
32268,52400810,Southampton,14,5,14,6,2019,17,6,2019,1,2,0,1,180000
32269,49169944,Southampton,30,5,1,4,2019,14,8,2019,2,2,0,1,180000
32270,51113110,Southampton,16,5,13,5,2019,27,8,2019,1,2,0,1,180000
32271,52138878,Southampton,16,2,1,8,2019,21,8,2019,1,3,0,1,180000
32272,52303692,Southampton,19,5,15,8,2019,15,8,2019,1,2,0,1,190000
32273,51456976,Southampton,15,0,24,7,2019,15,8,2019,2,2,0,1,185000
32274,52174303,Southampton,14,5,13,2,2018,29,7,2019,1,3,0,1,180000
32275,51770659,Southampton,18,0,16,5,2019,17,5,2019,1,1,0,1,180000
32276,50992382,Southampton,19,6,5,7,2019,15,8,2019,1,2,0,1,180000
32277,47019315,Southampton,15,5,16,4,2019,20,7,2019,0,2,0,0,180000
32278,52275310,Southampton,15,2,1,7,2019,11,7,2019,1,2,0,1,187500
32279,52424986,Southampton,18,7,11,7,2019,19,7,2019,1,2,0,2,185000
32280,52188956,Southampton,18,5,3,7,2019,4,7,2019,1,1,0,1,180000
32281,46590079,Southampton,14,5,10,9,2018,24,8,2019,0,2,0,0,180000
32282,51461963,Southampton,15,5,27,10,2017,17,6,2019,1,2,0,1,190000
32283,52000705,Southampton,17,5,21,5,2019,28,8,2019,1,2,0,1,180000
32284,51144969,Southampton,15,5,19,4,2019,18,7,2019,1,2,0,1,180000
32285,51943077,Southampton,14,5,11,4,2019,28,8,2019,1,2,0,1,180000
32286,52063483,Southampton,16,5,25,7,2019,21,8,2019,1,2,0,1,180000
32287,51970324,Southampton,16,5,15,5,2019,22,8,2019,1,2,0,1,195000
32288,47874289,Southampton,16,5,14,6,2019,20,8,2019,1,2,0,1,180000
32289,45962800,Southampton,17,5,5,8,2019,6,8,2019,0,2,0,0,180000
32290,51504980,Southampton,15,5,20,9,2018,29,8,2019,0,2,0,0,195000
32291,51192271,Southampton,30,0,25,7,2019,29,7,2019,1,1,0,1,180000
32292,51101119,Southampton,16,2,26,12,2018,20,8,2019,2,3,0,2,180000
32293,52205024,Southampton,14,5,9,8,2019,9,8,2019,1,1,0,0,184950
32294,51444951,Southampton,18,7,11,7,2019,19,7,2019,1,2,0,2,175000
32295,51779655,Southampton,15,5,20,9,2018,29,8,2019,0,2,0,0,175000
32296,52311578,Southampton,15,5,23,8,2018,17,6,2019,2,2,0,1,175000
32297,49094462,Southampton,16,5,10,1,2019,25,4,2019,1,2,0,1,199950
32298,52202103,Southampton,16,5,27,12,2018,30,7,2019,1,2,0,1,194950
32299,50023631,Southampton,14,5,27,8,2019,27,8,2019,1,2,0,1,189950
32300,52358779,,18,5,29,5,2019,27,8,2019,2,2,0,1,184950
32301,52063483,Southampton,16,5,12,11,2018,14,6,2019,1,2,0,1,179950
32302,49094462,Southampton,19,5,30,7,2019,14,8,2019,1,2,0,1,175000
32303,48812850,Southampton,18,5,17,6,2019,20,8,2019,1,1,0,1,174950
32304,50126095,Southampton,18,5,23,4,2018,5,8,2019,1,2,0,1,174950
32305,50031426,Southampton,14,5,11,3,2019,21,8,2019,1,2,0,1,172500
32306,52526201,Southampton,15,5,10,7,2019,25,7,2019,1,2,0,1,172500
32307,51585787,Southampton,18,5,25,6,2019,21,8,2019,2,2,0,1,170000
32308,49653482,Southampton,30,6,12,7,2019,13,8,2019,1,1,0,1,180000
32309,52243532,Southampton,17,5,5,11,2018,22,5,2019,1,2,0,1,175000
32310,51790391,Southampton,15,5,2,6,2019,5,8,2019,1,2,0,1,170000
32311,47372721,Southampton,19,5,27,8,2019,27,8,2019,1,1,0,1,170000
32312,50759720,Southampton,19,6,15,8,2019,28,8,2019,1,2,0,1,170000
32313,52043392,Southampton,19,6,22,7,2019,28,8,2019,1,2,0,1,170000
32314,51880882,Southampton,18,5,8,8,2019,20,8,2019,1,1,0,1,190000
32315,52068952,Southampton,14,5,18,7,2019,19,7,2019,1,1,0,1,180000
32316,49582350,Southampton,14,5,3,6,2019,12,8,2019,2,2,0,1,170000
32317,51634424,Southampton,17,5,17,6,2019,26,8,2019,1,1,0,2,170000
32318,52527736,Southampton,16,5,27,7,2019,21,8,2019,1,2,0,1,180000
32319,52419005,Southampton,19,5,10,3,2019,2,8,2019,0,2,0,0,175000
32320,52168798,Southampton,15,5,16,8,2019,21,8,2019,1,2,0,1,170000
32321,52344215,Southampton,18,5,20,8,2019,21,8,2019,1,1,0,1,170000
32322,52138591,Southampton,15,5,3,5,2019,19,7,2019,1,2,0,1,170000
32323,49687900,Southampton,30,5,2,8,2019,28,8,2019,1,2,0,1,170000
32324,51796981,Southampton,15,5,22,8,2019,28,8,2019,0,2,0,0,175000
32325,52227806,Southampton,14,5,14,6,2018,17,6,2019,1,1,0,1,170000
32326,50756843,Southampton,14,5,1,8,2019,28,8,2019,0,2,0,0,170000
32327,52435341,Southampton,17,5,15,8,2019,28,8,2019,1,1,0,1,175000
32328,52466429,Southampton,15,5,12,9,2018,29,7,2019,1,2,0,1,170000
32329,51330512,Southampton,14,5,1,2,2019,2,2,2019,1,2,0,1,170000
32330,52289652,Southampton,14,5,14,8,2019,27,8,2019,1,2,0,1,170000
32331,52483327,Southampton,15,5,4,7,2019,21,8,2019,0,2,0,0,170000
32332,47993952,Southampton,15,5,21,6,2019,16,7,2019,1,2,0,1,175000
32333,46176333,Southampton,18,5,14,5,2019,25,7,2019,0,2,0,0,170000
32334,52420142,Southampton,18,5,12,7,2019,24,8,2019,1,2,0,1,170000
32335,49013424,Southampton,19,5,6,8,2019,27,8,2019,1,1,0,1,180000
32336,50364515,Southampton,14,5,28,8,2019,28,8,2019,1,1,0,1,170000
